BID	SPECIES_KR	OBSERVE_LEVEL_TXT	OBSERVE_LEVEL	ARRIVAL_TYPE	ORDER_KR	FAMILY_KR	SPECIES_EN	ORDER_EN	FAMILY_EN	SPECIES_SN	ORDER_SN	FAMILY_SN	PROTECTION_LV	IUCN	CITES	NATURAL_MONUMENT	EXTINCTION_KR
49	호랑지빠귀	흔함	2	여름철새	참새목	지빠귀과	Scaly Thrush[White's Ground Thrush]	ORDER PASSERIFORMES	Family Turdidae	Zoothera dauma	ORDER PASSERIFORMES	Family Turdidae	nan	IUCN-LC	NA	NA	NA
296	흰배지빠귀	흔함	2	여름철새	참새목	지빠귀과	Pale Thrush	ORDER PASSERIFORMES	Family Turdidae	Turdus pallidus	ORDER PASSERIFORMES	Family Turdidae	IUCN-LC	IUCN-LC	NA	NA	NA
84	되지빠귀	흔함	2	나그네새	참새목	지빠귀과	Grey-backed Thrush	ORDER PASSERIFORMES	Family Turdidae	Turdus hortulorum	ORDER PASSERIFORMES	Family Turdidae	IUCN-LC	IUCN-LC	NA	NA	NA
61	노랑지빠귀-노랑지빠귀[아종]	흔함	2	겨울철새	참새목	지빠귀과	Naumann's Thrush	ORDER PASSERIFORMES	Family Turdidae	Turdus naumanni naumanni	ORDER PASSERIFORMES	Family Turdidae	nan	IUCN-LC	NA	NA	NA
243	개개비사촌	흔함	2	여름철새	참새목	개개비사촌과	Fan-tailed Warbler	ORDER PASSERIFORMES	Family Cisticolidae	Cisticola juncidis	ORDER PASSERIFORMES	Family Cisticolidae	IUCN-LC	IUCN-LC	NA	NA	NA
125	붉은머리오목눈이	흔함	2	텃새	참새목	붉은머리오목눈이과	Vinous-throated Parrotbill	ORDER PASSERIFORMES	Family Panuridae[Family TimaliiDae]	Paradoxornis webbianus	ORDER PASSERIFORMES	Family Panuridae[Family TimaliiDae]	IUCN-LC	NA	NA	NA	NA
30	노랑눈썹솔새	흔함	2	나그네새	참새목	휘파람새과	Yellow-browed Wabler	ORDER PASSERIFORMES	Family Sylviidae	Phylloscopus inornatus	ORDER PASSERIFORMES	Family Sylviidae	nan	NA	NA	NA	NA
148	산솔새	흔함	2	여름철새	참새목	휘파람새과	Eastern Crowned Willow Warbler	ORDER PASSERIFORMES	Family Sylviidae	Phylloscopus coronatus	ORDER PASSERIFORMES	Family Sylviidae	IUCN-LC	NA	NA	NA	NA
257	휘파람새	흔함	2	여름철새	참새목	휘파람새과	Korean or Northern Bush Warbler[Bush Warbler]	ORDER PASSERIFORMES	Family Sylviidae	Cettia diphone	ORDER PASSERIFORMES	Family Sylviidae	IUCN-LC	IUCN-LC	NA	TRUE	2
245	개개비	흔함	2	여름철새	참새목	휘파람새과	Oriental Reed Warbler[Great Reed Warbler]	ORDER PASSERIFORMES	Family Sylviidae	Acrocephalus orientalis	ORDER PASSERIFORMES	Family Sylviidae	nan	IUCN-LC	NA	NA	NA
378	숲새	흔함	2	여름철새	참새목	휘파람새과	Short-tailed Bush Warbler[Asian Stubtail]	ORDER PASSERIFORMES	Family Sylviidae	Cettia squameiceps	ORDER PASSERIFORMES	Family Sylviidae	IUCN-LC	NA	NA	NA	NA
217	쇠솔새	흔함	2	나그네새	참새목	휘파람새과	Arctic Wabler	ORDER PASSERIFORMES	Family Sylviidae	Phylloscopus borealis borealis	ORDER PASSERIFORMES	Family Sylviidae	nan	IUCN-LC	NA	NA	NA
153	상모솔새	흔함	2	겨울철새	참새목	상모솔새과	Goldcrest	ORDER PASSERIFORMES	Family Reguliidae	Regulus regulus	ORDER PASSERIFORMES	Family Reguliidae	IUCN-LC	IUCN-LC	NA	NA	NA
247	검은딱새	흔함	2	여름철새	참새목	딱새과	Siberian Stonechat[Stonechat]	ORDER PASSERIFORMES	Family Muscicapidae	Saxicola maura	ORDER PASSERIFORMES	Family Muscicapidae	nan	IUCN-LC	NA	NA	NA
216	쇠솔딱새	흔함	2	나그네새	참새목	딱새과	Asian Brown Flycatcher[Brown Flycatcher]	ORDER PASSERIFORMES	Family Muscicapidae	Muscicapa dauurica	ORDER PASSERIFORMES	Family Muscicapidae	IUCN-LC	IUCN-LC	NA	NA	NA
89	딱새	흔함	2	텃새	참새목	딱새과	Daurian Redstart	ORDER PASSERIFORMES	Family Muscicapidae	Phoenicurus auroreus	ORDER PASSERIFORMES	Family Muscicapidae	IUCN-LC	IUCN-LC	CITES-1	TRUE	1
68	유리딱새	흔함	2	나그네새	참새목	딱새과	Orange-flanked Bush Robin[Red-flanked Bluetail	ORDER PASSERIFORMES	Family Muscicapidae	Tarsiger cyanurus	ORDER PASSERIFORMES	Family Muscicapidae	nan	IUCN-VU	CITES-2	TRUE	2
170	솔딱새	흔함	2	나그네새	참새목	딱새과	Dark-sided Flycatcher[Sooty Flycatcher]	ORDER PASSERIFORMES	Family Muscicapidae	Muscicapa sibirica	ORDER PASSERIFORMES	Family Muscicapidae	IUCN-LC	IUCN-LC	NA	NA	2
192	큰유리새	흔함	2	여름철새	참새목	딱새과	Blue-and-White Flycatcher	ORDER PASSERIFORMES	Family Muscicapidae	Cyanoptila cyanomelana	ORDER PASSERIFORMES	Family Muscicapidae	nan	IUCN-LC	NA	NA	NA
41	오목눈이	흔함	2	텃새	참새목	오목눈이과	Long-tailed Tit	ORDER PASSERIFORMES	Family Aegithalidae	Aegitalos caudatus	ORDER PASSERIFORMES	Family Aegithalidae	nan	IUCN-LC	NA	NA	NA
208	쇠박새	흔함	2	텃새	참새목	박새과	Marsh Tit	ORDER PASSERIFORMES	Family Paridae	Parus palustris	ORDER PASSERIFORMES	Family Paridae	IUCN-LC	NA	NA	NA	NA
65	곤줄박이	흔함	2	텃새	참새목	박새과	Varied Tit	ORDER PASSERIFORMES	Family Paridae	Sittiparus varius[Parus varius]	ORDER PASSERIFORMES	Family Paridae	nan	IUCN-LC	NA	NA	NA
112	박새	흔함	2	텃새	참새목	박새과	Great Tit	ORDER PASSERIFORMES	Family Paridae	Parus major	ORDER PASSERIFORMES	Family Paridae	IUCN-LC	NA	NA	NA	NA
156	진박새	흔함	2	텃새	참새목	박새과	Coal Tit	ORDER PASSERIFORMES	Family Paridae	Periparus ater[Parus ater]	ORDER PASSERIFORMES	Family Paridae	IUCN-LC	IUCN-LC	NA	NA	NA
77	동고비	흔함	2	텃새	참새목	동고비과	Eurasian Nuthatch[Nuthatch]	ORDER PASSERIFORMES	Family Sittidae	Sitta europaea	ORDER PASSERIFORMES	Family Sittidae	nan	NA	NA	NA	NA
202	동박새	흔함	2	텃새	참새목	동박새과	Japanese White-eye	ORDER PASSERIFORMES	Family Zosteropidae	Zosterops japonicus	ORDER PASSERIFORMES	Family Zosteropidae	IUCN-LC	IUCN-LC	NA	NA	NA
122	북방검은머리쑥새	흔함	2	겨울철새	참새목	멧새과	Pallas's Reed Bunting	ORDER PASSERIFORMES	Family Emberizidae	Emberiza pallasi	ORDER PASSERIFORMES	Family Emberizidae	IUCN-LC	NA	NA	NA	NA
230	쑥새	흔함	2	겨울철새	참새목	멧새과	Rustic Bunting	ORDER PASSERIFORMES	Family Emberizidae	Emberiza rustica	ORDER PASSERIFORMES	Family Emberizidae	IUCN-LC	IUCN-LC	NA	NA	NA
171	촉새-촉새[아종]	흔함	2	나그네새	참새목	멧새과	Black-faced Bunting	ORDER PASSERIFORMES	Family Emberizidae	Emberiza spodocephala spodocephala	ORDER PASSERIFORMES	Family Emberizidae	IUCN-LC	IUCN-LC	NA	NA	NA
291	흰배멧새	흔함	2	나그네새	참새목	멧새과	Tristram's Bunting	ORDER PASSERIFORMES	Family Emberizidae	Emberiza tristrami	ORDER PASSERIFORMES	Family Emberizidae	IUCN-LC	IUCN-LC	NA	NA	NA
292	검은머리쑥새	흔함	2	겨울철새	참새목	멧새과	Common Reed Bunting[Reed Bunting]	ORDER PASSERIFORMES	Family Emberizidae	Emberiza schoeniclus	ORDER PASSERIFORMES	Family Emberizidae	IUCN-LC	IUCN-LC	NA	NA	NA
99	멧새	흔함	2	텃새	참새목	멧새과	Meadow Bunting	ORDER PASSERIFORMES	Family Emberizidae	Emberiza cioides	ORDER PASSERIFORMES	Family Emberizidae	IUCN-LC	IUCN-LC	NA	NA	NA
64	노랑턱멧새	흔함	2	텃새	참새목	멧새과	Yellow-throated Bunting	ORDER PASSERIFORMES	Family Emberizidae	Emberiza elegans	ORDER PASSERIFORMES	Family Emberizidae	nan	IUCN-LC	NA	NA	NA
134	붉은뺨멧새	흔함	2	여름철새	참새목	멧새과	Chestnut-eared Bunting[Grey-headed Bunting]	ORDER PASSERIFORMES	Family Emberizidae	Emberiza fucata	ORDER PASSERIFORMES	Family Emberizidae	IUCN-LC	IUCN-LC	NA	NA	NA
175	콩새	흔함	2	겨울철새	참새목	되새과	Hawfinch	ORDER PASSERIFORMES	Family Fringillidae	Coccothraustes coccothraustes	ORDER PASSERIFORMES	Family Fringillidae	IUCN-LC	IUCN-LC	NA	NA	NA
114	방울새	흔함	2	텃새	참새목	되새과	Oriental Greenfinch[Grey-capped Greenfinch]	ORDER PASSERIFORMES	Family Fringillidae	Carduelis sinica	ORDER PASSERIFORMES	Family Fringillidae	IUCN-LC	IUCN-LC	NA	NA	NA
83	되새	흔함	2	겨울철새	참새목	되새과	Brambling	ORDER PASSERIFORMES	Family Fringillidae	Fringilla montifringilla	ORDER PASSERIFORMES	Family Fringillidae	IUCN-LC	NA	NA	NA	NA
308	긴꼬리홍양진이	흔함	2	겨울철새	참새목	되새과	Long-tailed RoseFinch	ORDER PASSERIFORMES	Family Fringillidae	Uragus sibiricus	ORDER PASSERIFORMES	Family Fringillidae	nan	NA	NA	NA	NA
39	양진이	흔함	2	겨울철새	참새목	되새과	Pallas's RosyFinch	ORDER PASSERIFORMES	Family Fringillidae	Carpodacus roseus	ORDER PASSERIFORMES	Family Fringillidae	nan	IUCN-LC	NA	NA	NA
283	검은머리방울새	흔함	2	겨울철새	참새목	되새과	Eurasian Siskin[Siskin]	ORDER PASSERIFORMES	Family Fringillidae	Carduelis spinus	ORDER PASSERIFORMES	Family Fringillidae	IUCN-LC	IUCN-LC	NA	NA	NA
17	찌르레기	흔함	2	여름철새	참새목	찌르레기과	White-cheeked Starling[Grey Starling]	ORDER PASSERIFORMES	Family Sturnidae	Sturnus cineraceus	ORDER PASSERIFORMES	Family Sturnidae	nan	NA	NA	NA	NA
45	꾀꼬리	흔함	2	여름철새	참새목	꾀꼬리과	Black-naped Oriole	ORDER PASSERIFORMES	Family Oriolidae	Oriolus chinensis	ORDER PASSERIFORMES	Family Oriolidae	nan	NA	NA	NA	NA
152	어치	흔함	2	텃새	참새목	까마귀과	Eurasian Jay[Jay]	ORDER PASSERIFORMES	Family Corvidae	Garrulus glandarius	ORDER PASSERIFORMES	Family Corvidae	IUCN-LC	NA	NA	NA	NA
314	까마귀	흔함	2	텃새	참새목	까마귀과	Carrion Crow	ORDER PASSERIFORMES	Family Corvidae	Corvus corone	ORDER PASSERIFORMES	Family Corvidae	nan	IUCN-LC	NA	NA	NA
103	물까치	흔함	2	텃새	참새목	까마귀과	Azure-winged Magpie	ORDER PASSERIFORMES	Family Corvidae	Cyanopica cyana	ORDER PASSERIFORMES	Family Corvidae	IUCN-LC	NA	NA	NA	NA
190	큰부리까마귀	흔함	2	텃새	참새목	까마귀과	Large-billed Crow[Jungle Crow]	ORDER PASSERIFORMES	Family Corvidae	Corvus macrorhyschos	ORDER PASSERIFORMES	Family Corvidae	nan	IUCN-LC	NA	NA	NA
91	떼까마귀	흔함	2	겨울철새	참새목	까마귀과	Rook	ORDER PASSERIFORMES	Family Corvidae	Corvus frugilegus	ORDER PASSERIFORMES	Family Corvidae	IUCN-LC	IUCN-LC	NA	NA	NA
383	할미새사촌	흔하지않음	3	여름철새	참새목	할미새사촌과	Ashy Minivet	ORDER PASSERIFORMES	Family Campephagidae	Pericrocotus divaricatus	ORDER PASSERIFORMES	Family Campephagidae	IUCN-LC	NA	NA	NA	NA
384	되솔새	흔하지않음	3	나그네새	참새목	휘파람새과	Pale-legged Leaf Warbler	ORDER PASSERIFORMES	Family Sylviidae	Phylloscopus tenellipes	ORDER PASSERIFORMES	Family Sylviidae	IUCN-LC	IUCN-LC	NA	NA	NA
187	쇠검은머리쑥새	흔하지않음	3	겨울철새	참새목	멧새과	Ochre-rumped Bunting[Japanese Reed Bunting]	ORDER PASSERIFORMES	Family Emberizidae	Emberiza yessoensis	ORDER PASSERIFORMES	Family Emberizidae	IUCN-NT	IUCN-LC	NA	NA	NA
274	꼬까참새	흔하지않음	3	나그네새	참새목	멧새과	Chestnut Bunting	ORDER PASSERIFORMES	Family Emberizidae	Emberiza rutila	ORDER PASSERIFORMES	Family Emberizidae	IUCN-LC	IUCN-LC	NA	NA	NA
97	멋쟁이-멋쟁이[아종]	흔하지않음	3	겨울철새	참새목	되새과	Eurasian Bullfinch[Bullfinch]	ORDER PASSERIFORMES	Family Fringillidae	Pyrrhula pyrrhula rosacea	ORDER PASSERIFORMES	Family Fringillidae	IUCN-LC	IUCN-LC	NA	NA	NA
178	솔잣새	흔하지않음	3	겨울철새	참새목	되새과	Red Crossbill[Crossbill]	ORDER PASSERIFORMES	Family Fringillidae	Loxia curvirostra	ORDER PASSERIFORMES	Family Fringillidae	IUCN-LC	IUCN-LC	NA	NA	NA
132	은빛찌르레기[비단찌르레기](가칭)	흔하지않음	3	나그네새	참새목	찌르레기과	Silky Starling(Red-Billed Starling)	ORDER PASSERIFORMES	Family Sturnidae	Sturnus Sericeus	ORDER PASSERIFORMES	Family Sturnidae	nan	NA	NA	NA	NA
265	갈까마귀	흔하지않음	3	겨울철새	참새목	까마귀과	Daurian Jackdaw[Jackdaw]	ORDER PASSERIFORMES	Family Corvidae	Corvus dauuricus	ORDER PASSERIFORMES	Family Corvidae	IUCN-LC	NA	NA	NA	NA
81	뿔종다리	드묾	4	텃새	참새목	종다리과	Crested Lark	ORDER PASSERIFORMES	Family Alaudidae	Galerida cristata	ORDER PASSERIFORMES	Family Alaudidae	멸종위기-멸종위기2급IUCN-LC	IUCN-LC	NA	NA	NA
222	쇠종다리	드묾	4	미조	참새목	종다리과	Greater Short-toed Lark	ORDER PASSERIFORMES	Family Alaudidae	Calandrella brachydactyla	ORDER PASSERIFORMES	Family Alaudidae	nan	NA	NA	NA	NA
242	노랑할미새	드묾	4	여름철새	참새목	할미새과	Grey Wagtail	ORDER PASSERIFORMES	Family Motacillidae	Motacilla cinerea	ORDER PASSERIFORMES	Family Motacillidae	IUCN-LC	NA	NA	NA	NA
124	붉은가슴밭종다리	드묾	4	나그네새	참새목	할미새과	Red-throated Pipit	ORDER PASSERIFORMES	Family Motacillidae	Anthus cervinus	ORDER PASSERIFORMES	Family Motacillidae	IUCN-LC	NA	NA	NA	NA
317	긴발톱할미새-긴발톱할미새[아종]	드묾	4	나그네새	참새목	할미새과	Yellow Wagtail	ORDER PASSERIFORMES	Family Motacillidae	Motacilla flava taivana	ORDER PASSERIFORMES	Family Motacillidae	IUCN-LC	IUCN-LC	NA	NA	NA
277	흰등밭종다리	드묾	4	나그네새	참새목	할미새과	Pechora Pipit	ORDER PASSERIFORMES	Family Motacillidae	Anthus gustavi	ORDER PASSERIFORMES	Family Motacillidae	IUCN-LC	IUCN-LC	NA	NA	NA
273	검은등할미새	드묾	4	겨울철새	참새목	할미새과	Japanese Wagtail	ORDER PASSERIFORMES	Family Motacillidae	Motacilla grandis	ORDER PASSERIFORMES	Family Motacillidae	IUCN-LC	IUCN-LC	NA	NA	NA
188	큰밭종다리	드묾	4	나그네새	참새목	할미새과	Richard's Pipit	ORDER PASSERIFORMES	Family Motacillidae	Anthus richardi	ORDER PASSERIFORMES	Family Motacillidae	IUCN-LC	IUCN-LC	NA	NA	NA
315	긴발톱할미새-흰눈썹긴발톱할미새[아종]	드묾	4	나그네새	참새목	할미새과	Yellow Wagtail	ORDER PASSERIFORMES	Family Motacillidae	Motacilla flava simillima	ORDER PASSERIFORMES	Family Motacillidae	nan	IUCN-LC	NA	NA	NA
43	노랑머리할미새	드묾	4	나그네새	참새목	할미새과	Citrine Wagtail	ORDER PASSERIFORMES	Family Motacillidae	Motacilla citreola	ORDER PASSERIFORMES	Family Motacillidae	nan	IUCN-LC	NA	NA	NA
517	검은이마직박구리	드묾	4	미조	참새목	직박구리과	Light-vented Bulbul	ORDER PASSERIFORMES	Family Pycnonotidae	Pycnonotus sinensis	ORDER PASSERIFORMES	Family Pycnonotidae	IUCN-LC	IUCN-LC	NA	NA	NA
172	칡때까치	드묾	4	여름철새	참새목	때까치과	Thick-billed Shrike[Tiger Shrike]	ORDER PASSERIFORMES	Family Laniidae	Lanius tigrinus	ORDER PASSERIFORMES	Family Laniidae	IUCN-LC	IUCN-LC	NA	NA	NA
252	긴꼬리때까치	드묾	4	미조	참새목	때까치과	Long-tailed Shrike	ORDER PASSERIFORMES	Family Laniidae	Lanius schach	ORDER PASSERIFORMES	Family Laniidae	nan	IUCN-LC	NA	NA	NA
111	바위종다리	드묾	4	겨울철새	참새목	바위종다리과	Alpine Accentor	ORDER PASSERIFORMES	Family Prunellidae	Prunella collaris	ORDER PASSERIFORMES	Family Prunellidae	IUCN-LC	IUCN-LC	NA	NA	NA
528	붉은배지빠귀	드묾	4	나그네새	참새목	지빠귀과	Red-bellied Thrush	ORDER PASSERIFORMES	Family Turdidae	Turdus chrysolaus	ORDER PASSERIFORMES	Family Turdidae	IUCN-LC	IUCN-LC	NA	NA	NA
524	흰눈썹지빠귀	드묾	4	나그네새	참새목	지빠귀과	Siberian Ground Thrush	ORDER PASSERIFORMES	Family Turdidae	Zoothera sibirica	ORDER PASSERIFORMES	Family Turdidae	IUCN-LC	IUCN-LC	NA	NA	NA
527	흰눈썹붉은배지빠귀	드묾	4	나그네새	참새목	지빠귀과	Eye-browed Thrush	ORDER PASSERIFORMES	Family Turdidae	Turdus obscurus	ORDER PASSERIFORMES	Family Turdidae	IUCN-LC	NA	NA	NA	NA
525	검은지빠귀	드묾	4	나그네새	참새목	지빠귀과	Japanese Grey Thrush	ORDER PASSERIFORMES	Family Turdidae	Turdus cardis	ORDER PASSERIFORMES	Family Turdidae	IUCN-LC	NA	NA	NA	NA
529	붉은목지빠귀-붉은목지빠귀[아종]	드묾	4	나그네새	참새목	지빠귀과	Red-throated Thrush	ORDER PASSERIFORMES	Family Turdidae	Turdus ruficollis ruficollis	ORDER PASSERIFORMES	Family Turdidae	nan	NA	NA	NA	NA
76	노랑허리솔새	드묾	4	나그네새	참새목	휘파람새과	Pallas's Leaf Warbler[Pallas's Willow Warbler]	ORDER PASSERIFORMES	Family Sylviidae	Phylloscopus proregulus	ORDER PASSERIFORMES	Family Sylviidae	nan	IUCN-LC	NA	NA	NA
537	쥐발귀개개비	드묾	4	나그네새	참새목	휘파람새과	Lanceolated Warbler	ORDER PASSERIFORMES	Family Sylviidae	Locustella lanceolata	ORDER PASSERIFORMES	Family Sylviidae	IUCN-LC	IUCN-LC	NA	NA	NA
553	버들솔새	드묾	4	나그네새	참새목	휘파람새과	Two barred Greenish Warbler[Greenish Warbler]	ORDER PASSERIFORMES	Family Sylviidae	Phylloscopus trochiloides	ORDER PASSERIFORMES	Family Sylviidae	nan	IUCN-LC	NA	NA	NA
549	긴다리솔새사촌	드묾	4	나그네새	참새목	휘파람새과	Radde's Warbler	ORDER PASSERIFORMES	Family Sylviidae	Phylloscopus schwarzi	ORDER PASSERIFORMES	Family Sylviidae	IUCN-LC	NA	NA	NA	NA
184	쇠개개비	드묾	4	나그네새	참새목	휘파람새과	Black-browed Reed Wabler	ORDER PASSERIFORMES	Family Sylviidae	Acrocephalus bistrigiceps	ORDER PASSERIFORMES	Family Sylviidae	IUCN-LC	IUCN-LC	NA	NA	NA
173	솔새사촌	드묾	4	나그네새	참새목	휘파람새과	Dusky Warbler	ORDER PASSERIFORMES	Family Sylviidae	Phylloscopus fuscatus	ORDER PASSERIFORMES	Family Sylviidae	nan	IUCN-LC	NA	NA	NA
271	흰눈썹울새	드묾	4	겨울철새	참새목	딱새과	Bluethroat	ORDER PASSERIFORMES	Family Muscicapidae	Luscinia svecicus	ORDER PASSERIFORMES	Family Muscicapidae	nan	NA	NA	NA	NA
37	노랑딱새	드묾	4	나그네새	참새목	딱새과	Mugimaki Flycatcher	ORDER PASSERIFORMES	Family Muscicapidae	Ficedula mugimark	ORDER PASSERIFORMES	Family Muscicapidae	nan	IUCN-LC	NA	NA	NA
62	울새	드묾	4	나그네새	참새목	딱새과	Rufour-tailed Robin [Swinhoe's Robin]	ORDER PASSERIFORMES	Family Muscicapidae	Luscinia sibilans	ORDER PASSERIFORMES	Family Muscicapidae	nan	IUCN-LC	NA	NA	NA
272	흰눈썹황금새	드묾	4	여름철새	참새목	딱새과	Yellow-rumped Flycatcher[Tricolour Flycatcher]	ORDER PASSERIFORMES	Family Muscicapidae	Ficedula zanthopygia	ORDER PASSERIFORMES	Family Muscicapidae	IUCN-LC	IUCN-LC	NA	NA	NA
562	검은머리딱새	드묾	4	나그네새	참새목	딱새과	Black Redstart	ORDER PASSERIFORMES	Family Muscicapidae	Phoenicurus ochruros	ORDER PASSERIFORMES	Family Muscicapidae	nan	NA	NA	NA	NA
135	제비딱새	드묾	4	나그네새	참새목	딱새과	Grey-streaked Flycatcher[Grey-spotted Flycatcher]	ORDER PASSERIFORMES	Family Muscicapidae	Muscicapa griseisticta	ORDER PASSERIFORMES	Family Muscicapidae	IUCN-LC	NA	NA	NA	NA
266	흰꼬리딱새	드묾	4	나그네새	참새목	딱새과	Taiga Flycatcher	ORDER PASSERIFORMES	Family Muscicapidae	Ficedula albicilla	ORDER PASSERIFORMES	Family Muscicapidae	nan	IUCN-LC	NA	NA	NA
159	진홍가슴	드묾	4	나그네새	참새목	딱새과	Siberian Rubythroat	ORDER PASSERIFORMES	Family Muscicapidae	Luscinia calliope	ORDER PASSERIFORMES	Family Muscicapidae	IUCN-LC	NA	NA	NA	NA
564	부채꼬리바위딱새(가칭)	드묾	4	텃새	참새목	딱새과	Plumbeous Water Redstart	ORDER PASSERIFORMES	Family Muscicapidae	Phyacornis fuliginosus	ORDER PASSERIFORMES	Family Muscicapidae	nan	IUCN-LC	NA	NA	NA
225	황금새	드묾	4	나그네새	참새목	딱새과	Narcissus Flycatcher	ORDER PASSERIFORMES	Family Muscicapidae	Ficedula narcissina	ORDER PASSERIFORMES	Family Muscicapidae	IUCN-LC	IUCN-VU	NA	NA	NA
151	삼광조[긴꼬리딱새]	드묾	4	여름철새	참새목	긴꼬리딱새과	Black Paradise Flycatcher	ORDER PASSERIFORMES	Family Monarchidae	Terpsiphone atrocaudata	ORDER PASSERIFORMES	Family Monarchidae	멸종위기-멸종위기2급IUCN-NT	IUCN-LC	NA	NA	NA
228	스윈호오목눈이	드묾	4	겨울철새	참새목	스윈호오목눈이과	Chinese Penduline Tit[Penduline Tit]	ORDER PASSERIFORMES	Family Remizidae	Remiz consobrinus	ORDER PASSERIFORMES	Family Remizidae	IUCN-LC	NA	NA	NA	NA
569	북방쇠박새	드묾	4	텃새	참새목	박새과	Willow Tit	ORDER PASSERIFORMES	Family Paridae	Poecile montana[Parus montanus]	ORDER PASSERIFORMES	Family Paridae	IUCN-LC	IUCN-LC	NA	NA	NA
200	쇠동고비	드묾	4	겨울철새	참새목	동고비과	Chinese Nuthatch	ORDER PASSERIFORMES	Family Sittidae	Sitta villosa	ORDER PASSERIFORMES	Family Sittidae	nan	IUCN-LC	NA	NA	NA
14	나무발발이	드묾	4	겨울철새	참새목	나무발발이과	Eurasian Treecreeper[Treecreeper]	ORDER PASSERIFORMES	Family Certhiidae	Certhia familiaris	ORDER PASSERIFORMES	Family Certhiidae	nan	IUCN-LC	NA	NA	NA
572	한국동박새	드묾	4	나그네새	참새목	동박새과	Chestnutflanked White-eye	ORDER PASSERIFORMES	Family Zosteropidae	Zosterops erythropleurus	ORDER PASSERIFORMES	Family Zosteropidae	IUCN-LC	IUCN-LC	NA	NA	NA
280	흰멧새	드묾	4	미조	참새목	멧새과	Snow Bunting	ORDER PASSERIFORMES	Family Emberizidae	Plectrophenax nivalis	ORDER PASSERIFORMES	Family Emberizidae	IUCN-LC	IUCN-LC	NA	NA	NA
214	쇠붉은뺨멧새	드묾	4	나그네새	참새목	멧새과	Little Bunting	ORDER PASSERIFORMES	Family Emberizidae	Emberiza pusilla	ORDER PASSERIFORMES	Family Emberizidae	IUCN-LC	NA	NA	NA	NA
28	노랑눈썹멧새	드묾	4	나그네새	참새목	멧새과	Yellow-browed Bunting	ORDER PASSERIFORMES	Family Emberizidae	Emberiza chrysophrys	ORDER PASSERIFORMES	Family Emberizidae	nan	IUCN-LC	NA	NA	NA
581	무당새	드묾	4	나그네새	참새목	멧새과	Japanese Yellow Bunting	ORDER PASSERIFORMES	Family Emberizidae	Emberiza sulphurata	ORDER PASSERIFORMES	Family Emberizidae	IUCN-VU	IUCN-LC	NA	NA	NA
372	긴발톱멧새	드묾	4	겨울철새	참새목	멧새과	Lapland Bunting[Lapland Longspur]	ORDER PASSERIFORMES	Family Emberizidae	Calcarius lapponicus	ORDER PASSERIFORMES	Family Emberizidae	IUCN-LC	IUCN-LC	NA	NA	NA
133	적원자	드묾	4	나그네새	참새목	되새과	Common Rosefinch [Scarlet Rosefinch]	ORDER PASSERIFORMES	Family Fringillidae	Carpodacus erythrinus	ORDER PASSERIFORMES	Family Fringillidae	nan	IUCN-LC	NA	NA	NA
109	밀화부리	드묾	4	여름철새	참새목	되새과	Chinese Grosbeak	ORDER PASSERIFORMES	Family Fringillidae	Eophona migratoria	ORDER PASSERIFORMES	Family Fringillidae	IUCN-LC	IUCN-VU	NA	NA	NA
587	갈색양진이	드묾	4	겨울철새	참새목	되새과	Rosy Finch	ORDER PASSERIFORMES	Family Fringillidae	Leucosticte arctoa	ORDER PASSERIFORMES	Family Fringillidae	IUCN-LC	NA	NA	NA	NA
335	큰(부리)밀화부리-큰(부리)밀화부리[아종]	드묾	4	겨울철새	참새목	되새과	Japanese Grosbeak	ORDER PASSERIFORMES	Family Fringillidae	Eophona personata	ORDER PASSERIFORMES	Family Fringillidae	IUCN-LC	IUCN-LC	NA	NA	NA
221	쇠찌르레기	드묾	4	나그네새	참새목	찌르레기과	Chestnut-cheeked Starling[Red-cheeked Myna]	ORDER PASSERIFORMES	Family Sturnidae	Sturnia philippensis[Sturnus philippensis]	ORDER PASSERIFORMES	Family Sturnidae	nan	IUCN-LC	NA	NA	NA
307	흰점찌르레기	드묾	4	미조	참새목	찌르레기과	Common Starling	ORDER PASSERIFORMES	Family Sturnidae	Sturnus vulgaris	ORDER PASSERIFORMES	Family Sturnidae	nan	NA	NA	NA	NA
123	북방쇠찌르레기	드묾	4	여름철새	참새목	찌르레기과	Daurian Starling[Purple-backed Starling]	ORDER PASSERIFORMES	Family Sturnidae	Sturnia sturnina[Sturnus sturninus]	ORDER PASSERIFORMES	Family Sturnidae	IUCN-LC	IUCN-LC	NA	NA	NA
596	검은바람까마귀	드묾	4	나그네새	참새목	바람까마귀과	Black Drongo	ORDER PASSERIFORMES	Family Dicruridae	Dicrurus macrocercus	ORDER PASSERIFORMES	Family Dicruridae	nan	IUCN-LC	NA	NA	NA
509	바위산제비(가칭)	아주드묾	5	미조	참새목	제비과	Eurasian Crag Martin	ORDER PASSERIFORMES	Family Hirundinidae	Ptyonoprogne rupestris	ORDER PASSERIFORMES	Family Hirundinidae	nan	IUCN-LC	NA	NA	NA
510	쇠밭종다리	아주드묾	5	나그네새	참새목	할미새과	Blyth's Pipit[Godlewski's Pipit]	ORDER PASSERIFORMES	Family Motacillidae	Anthus godlewskii	ORDER PASSERIFORMES	Family Motacillidae	IUCN-LC	IUCN-LC	NA	NA	NA
